player,season,team,pos,age,minutos_totales,partidos_totales,minutos_por_partido,ws,per
Wes Iwundu,2019,ORL,SF,24,"1233,0","68,0","18,1","1,9","8,7"
Khem Birch,2019,ORL,C,26,"643,0","50,0","12,9","2,8","19,2"
Ivan Rabb,2019,MEM,PF,21,"721,0","49,0","14,7","2,1","16,1"
Damyean Dotson,2019,NYK,SG,24,"2004,0","73,0","27,5","1,5","10,8"
Frank Mason III,2019,SAC,PG,24,"435,0","38,0","11,4","0,3","12,4"
Sterling Brown,2019,MIL,SG,23,"1034,0","58,0","17,8","2,1","10,9"
Maxi Kleber,2019,DAL,PF,27,"1502,0","71,0","21,2","3,5","13,1"
Jordan Bell,2019,GSW,C,24,"788,0","68,0","11,6","1,6","12,9"
Frank Jackson,2019,NOP,PG,20,"1169,0","61,0","19,2","0,4","9,4"
Sindarius Thornwell,2019,LAC,SG,24,"313,0","64,0","4,9","0,0","5,2"
Semi Ojeleye,2019,BOS,PF,24,"594,0","56,0","10,6","0,7","8,5"
Daniel Theis,2019,BOS,C,26,"908,0","66,0","13,8","3,5","17,0"
Monte Morris,2019,DEN,PG,23,"1970,0","82,0","24,0","6,2","16,2"
Daniel Hamilton,2019,ATL,SG,23,"204,0","19,0","10,7","-0,1","7,1"
Alfonzo McKinnie,2019,GSW,SF,26,"1003,0","72,0","13,9","2,1","11,2"
Antonio Blakeney,2019,CHI,SG,22,"829,0","57,0","14,5","-0,5","10,6"
Tyrone Wallace,2019,LAC,PG,24,"628,0","62,0","10,1","-0,3","7,0"
Tyson Chandler,2019,LAL,C,36,"875,0","55,0","15,9","2,1","11,2"
Shaquille Harrison,2019,CHI,SG,25,"1430,0","73,0","19,6","1,4","12,4"
Elie Okobo,2019,PHO,PG,21,"958,0","53,0","18,1","-0,5","7,6"
Jalen Brunson,2019,DAL,PG,22,"1591,0","73,0","21,8","2,6","12,8"
Joakim Noah,2019,MEM,C,33,"693,0","42,0","16,5","2,2","18,6"
Isaac Bonga,2019,LAL,PG,19,"120,0","22,0","5,5","-0,1","6,0"
Devonte' Graham,2019,CHO,PG,23,"676,0","46,0","14,7","0,5","10,3"
De'Anthony Melton,2019,PHO,PG,20,"984,0","50,0","19,7","0,0","9,9"
Ron Baker,2019,NYK,SG,25,"152,0","15,0","10,1","-0,1","2,5"
Austin Rivers,2019,HOU,SG,26,"2028,0","76,0","26,7","1,2","7,7"
Chasson Randle,2019,WAS,PG,25,"743,0","49,0","15,2","0,6","9,9"
Hamidou Diallo,2019,OKC,SG,20,"526,0","51,0","10,3","0,8","10,1"
Chimezie Metu,2019,SAS,PF,21,"145,0","29,0","5,0","-0,3","6,4"
Gary Trent Jr.,2019,POR,SG,20,"111,0","15,0","7,4","-0,2","3,6"
Jevon Carter,2019,MEM,PG,23,"577,0","39,0","14,8","0,0","7,8"
Ryan Broekhoff,2019,DAL,SG,28,"453,0","42,0","10,8","0,8","10,7"
Isaiah Briscoe,2019,ORL,PG,22,"559,0","39,0","14,3","0,3","6,7"
Jarred Vanderbilt,2019,DEN,PF,19,"69,0","17,0","4,1","0,1","12,4"
Alize Johnson,2019,IND,PF,22,"64,0","14,0","4,6","0,0","6,3"
Isaiah Hartenstein,2019,HOU,PF,20,"221,0","28,0","7,9","0,5","10,0"
Bruce Brown,2019,DET,SG,22,"1449,0","74,0","19,6","1,5","6,9"
Khyri Thomas,2019,DET,SG,22,"195,0","26,0","7,5","0,0","6,2"
Keita Bates-Diop,2019,MIN,SF,23,"503,0","30,0","16,8","0,3","9,6"
Kenrich Williams,2019,NOP,SF,24,"1079,0","46,0","23,5","1,2","9,7"
Brad Wanamaker,2019,BOS,PG,29,"343,0","36,0","9,5","1,0","14,3"
Patrick McCaw,2019,TOR,SG,23,"397,0","29,0","13,7","0,5","7,5"
Kenneth Faried,2019,HOU,C,29,"728,0","37,0","19,7","2,9","21,6"
Brandon Goodwin,2019,DEN,PG,23,"57,0","16,0","3,6","0,0","8,3"
Gary Clark,2019,HOU,PF,24,"641,0","51,0","12,6","1,0","9,2"
Bruno Caboclo,2019,MEM,PF,23,"800,0","34,0","23,5","1,5","12,4"
Wesley Matthews,2019,IND,SF-SG,32,"2091,0","69,0","30,3","2,7","10,3"
Salah Mejri,2019,DAL,C,32,"399,0","36,0","11,1","1,1","16,1"
Nik Stauskas,2019,CLE,SG,25,"1015,0","68,0","14,9","1,1","10,9"
Jeremy Lin,2019,TOR,PG,30,"1436,0","74,0","19,4","2,1","13,5"
John Jenkins,2019,NYK,SG,27,"333,0","26,0","12,8","0,2","9,7"
Chris Boucher,2019,TOR,PF,26,"163,0","28,0","5,8","0,7","22,2"
Malcolm Miller,2019,TOR,SF,25,"67,0","10,0","6,7","0,2","13,7"
Markieff Morris,2019,OKC,PF,29,"1270,0","58,0","21,9","1,6","11,7"
Henry Ellenson,2019,NYK,PF,22,"259,0","19,0","13,6","0,4","13,1"
Pau Gasol,2019,MIL,C,38,"360,0","30,0","12,0","1,1","16,7"
Andrew Bogut,2019,GSW,C,34,"134,0","11,0","12,2","0,3","13,4"
Jaylen Adams,2019,ATL,PG,22,"428,0","34,0","12,6","0,1","7,6"
Danuel House Jr.,2019,HOU,SF,25,"979,0","39,0","25,1","2,3","12,2"
Tim Frazier,2019,MIL,PG,28,"1120,0","59,0","19,0","2,0","11,7"
Ray Spalding,2019,PHO,PF,21,"148,0","14,0","10,6","0,2","14,6"
Deonte Burton,2019,OKC,SG,25,"240,0","32,0","7,5","0,1","7,0"
Cameron Reynolds,2019,MIN,SG,23,"259,0","19,0","13,6","0,4","10,4"
Greg Monroe,2019,PHI,C,28,"480,0","43,0","11,2","1,1","16,0"
Michael Carter-Williams,2019,ORL,PG,27,"372,0","28,0","13,3","0,8","14,7"
Jordan McRae,2019,WAS,SG,27,"333,0","27,0","12,3","0,5","14,3"
Duncan Robinson,2019,MIA,SF,24,"161,0","15,0","10,7","0,2","7,6"
Theo Pinson,2019,BRK,SG,23,"211,0","18,0","11,7","0,0","8,1"
Chris Paul,2020,OKC,PG,34,"2208,0","70,0","31,5","8,9","21,7"
Russell Westbrook,2020,HOU,PG,31,"2049,0","57,0","35,9","4,2","21,0"
James Harden,2020,HOU,SG,30,"2483,0","68,0","36,5","13,1","29,1"
LeBron James,2020,LAL,PG,35,"2316,0","67,0","34,6","9,8","25,5"
Kyle Lowry,2020,TOR,PG,33,"2098,0","58,0","36,2","7,5","17,7"
Blake Griffin,2020,DET,PF,30,"512,0","18,0","28,4","-0,1","11,9"
Tobias Harris,2020,PHI,PF,27,"2469,0","72,0","34,3","6,2","17,2"
Jimmy Butler,2020,MIA,SF,30,"1959,0","58,0","33,8","9,0","23,6"
Kawhi Leonard,2020,LAC,SF,28,"1848,0","57,0","32,4","8,7","26,9"
Kemba Walker,2020,BOS,PG,29,"1742,0","56,0","31,1","5,9","20,0"
Gordon Hayward,2020,BOS,SF,29,"1740,0","52,0","33,5","5,7","18,1"
Mike Conley,2020,UTA,PG,32,"1363,0","47,0","29,0","2,5","14,1"
Kyrie Irving,2020,BRK,PG,27,"658,0","20,0","32,9","2,9","26,2"
Khris Middleton,2020,MIL,SF,28,"1853,0","62,0","29,9","7,9","21,1"
Paul George,2020,LAC,SF,29,"1419,0","48,0","29,6","4,8","21,1"
Paul Millsap,2020,DEN,PF,34,"1240,0","51,0","24,3","3,5","16,9"
Damian Lillard,2020,POR,PG,29,"2474,0","66,0","37,5","11,6","26,9"
Kevin Love,2020,CLE,PF,31,"1780,0","56,0","31,8","3,8","17,9"
Al Horford,2020,PHI,C,33,"2025,0","67,0","30,2","5,4","15,7"
DeMar DeRozan,2020,SAS,SF,30,"2316,0","68,0","34,1","7,3","21,6"
CJ McCollum,2020,POR,SG,28,"2556,0","70,0","36,5","4,1","17,0"
Joel Embiid,2020,PHI,C,25,"1506,0","51,0","29,5","6,0","25,8"
Andrew Wiggins,2020,GSW,SF,24,"1858,0","54,0","34,4","1,9","16,4"
Devin Booker,2020,PHO,SG,23,"2512,0","70,0","35,9","7,5","20,6"
D'Angelo Russell,2020,MIN,PG,23,"1452,0","45,0","32,3","1,8","18,7"
Karl-Anthony Towns,2020,MIN,C,24,"1187,0","35,0","33,9","5,1","26,5"
Otto Porter Jr.,2020,CHI,SF,26,"331,0","14,0","23,6","0,8","15,8"
Bradley Beal,2020,WAS,SG,26,"2053,0","57,0","36,0","5,1","23,2"
Andre Drummond,2020,CLE,C,26,"1879,0","57,0","33,0","4,2","22,0"
Anthony Davis,2020,LAL,PF,26,"2131,0","62,0","34,4","11,1","27,4"
Hassan Whiteside,2020,POR,C,30,"2008,0","67,0","30,0","8,5","25,0"
Jrue Holiday,2020,NOP,SG,29,"2117,0","61,0","34,7","3,9","17,0"
LaMarcus Aldridge,2020,SAS,C,34,"1754,0","53,0","33,1","4,5","19,7"
Steven Adams,2020,OKC,C,26,"1680,0","63,0","26,7","6,5","20,5"
Giannis Antetokounmpo,2020,MIL,PF,25,"1917,0","63,0","30,4","11,1","31,9"
Marc Gasol,2020,TOR,C,35,"1161,0","44,0","26,4","3,0","11,8"
Nicolas Batum,2020,CHO,SF,31,"505,0","22,0","23,0","0,6","9,2"
Serge Ibaka,2020,TOR,C,30,"1485,0","55,0","27,0","3,9","17,3"
Rudy Gobert,2020,UTA,C,27,"2333,0","68,0","34,3","10,7","21,7"
Danilo Gallinari,2020,OKC,PF,31,"1834,0","62,0","29,6","6,3","19,5"
Victor Oladipo,2020,IND,SG,27,"528,0","19,0","27,8","0,0","11,3"
Tim Hardaway Jr.,2020,DAL,SG,27,"2091,0","71,0","29,5","4,4","14,5"
Malcolm Brogdon,2020,IND,PG,27,"1666,0","54,0","30,9","4,0","17,7"
Terry Rozier,2020,CHO,PG,25,"2164,0","63,0","34,3","3,0","14,8"
Aaron Gordon,2020,ORL,PF,24,"2017,0","62,0","32,5","3,7","15,1"
Zach LaVine,2020,CHI,SF,24,"2085,0","60,0","34,8","4,0","19,4"
Kent Bazemore,2020,SAC,SF,30,"1688,0","68,0","24,8","0,6","9,3"
Jeff Teague,2020,ATL,PG,31,"1464,0","59,0","24,8","2,5","14,6"
Evan Turner,2020,ATL,SG,31,"251,0","19,0","13,2","-0,3","6,8"
Draymond Green,2020,GSW,PF,29,"1222,0","43,0","28,4","1,1","12,5"
Tristan Thompson,2020,CLE,PF,28,"1721,0","57,0","30,2","3,1","16,8"
Allen Crabbe,2020,MIN,SG-SF,27,"653,0","37,0","17,6","-0,1","6,0"
Julius Randle,2020,NYK,PF,25,"2080,0","64,0","32,5","2,7","17,5"
Myles Turner,2020,IND,C,23,"1826,0","62,0","29,5","4,2","14,8"
Gary Harris,2020,DEN,SG,25,"1780,0","56,0","31,8","1,9","9,7"
Derrick Favors,2020,NOP,C,28,"1243,0","51,0","24,4","4,2","18,5"
Andre Iguodala,2020,MIA,SF,36,"418,0","21,0","19,9","0,6","10,5"
Evan Fournier,2020,ORL,SF,27,"2076,0","66,0","31,5","4,6","16,4"
Bismack Biyombo,2020,CHO,C,27,"1029,0","53,0","19,4","2,4","16,1"
Gorgui Dieng,2020,MEM,C,30,"1096,0","63,0","17,4","2,9","17,1"
Ricky Rubio,2020,PHO,PG,29,"2016,0","65,0","31,0","4,9","16,5"
Brandon Knight,2020,DET,SG-PG,28,"462,0","25,0","18,5","-0,1","8,5"
Kelly Oubre Jr.,2020,PHO,SF,24,"1933,0","56,0","34,5","3,8","14,9"
Eric Bledsoe,2020,MIL,PG,30,"1646,0","61,0","27,0","5,4","17,6"
Ian Mahinmi,2020,WAS,C,33,"808,0","38,0","21,3","1,4","14,2"
James Johnson,2020,MIN,PF-C,32,"619,0","32,0","19,3","1,1","14,8"
Bobby Portis,2020,NYK,PF,24,"1393,0","66,0","21,1","1,9","14,6"
Clint Capela,2020,HOU,C,25,"1279,0","39,0","32,8","4,9","20,6"
Danny Green,2020,LAL,SG,32,"1687,0","68,0","24,8","3,4","10,8"
Rudy Gay,2020,SAS,PF,33,"1461,0","67,0","21,8","2,1","15,4"
Cody Zeller,2020,CHO,C,27,"1341,0","58,0","23,1","3,6","18,8"
Eric Gordon,2020,HOU,SF,31,"1016,0","36,0","28,2","0,5","10,3"
Mason Plumlee,2020,DEN,C,29,"1057,0","61,0","17,3","3,4","18,8"
Jordan Clarkson,2020,UTA,SG,27,"1705,0","71,0","24,0","3,4","17,3"
Dewayne Dedmon,2020,ATL,C,30,"774,0","44,0","17,6","0,1","9,4"
Justise Winslow,2020,MIA,SG,23,"352,0","11,0","32,0","0,0","8,5"
Thaddeus Young,2020,CHI,PF,31,"1591,0","64,0","24,9","1,9","13,3"
Will Barton,2020,DEN,SF,29,"1916,0","58,0","33,0","4,2","15,6"
Courtney Lee,2020,DAL,SG,34,"345,0","24,0","14,4","0,7","10,8"
Solomon Hill,2020,MIA,PF,28,"1088,0","59,0","18,4","1,4","9,8"
Larry Nance Jr.,2020,CLE,PF,27,"1472,0","56,0","26,3","3,9","17,3"
Kelly Olynyk,2020,MIA,C,28,"1300,0","67,0","19,4","3,7","14,6"
Marcus Smart,2020,BOS,SG,25,"1919,0","60,0","32,0","4,5","13,8"
Terrence Ross,2020,ORL,SG,28,"1889,0","69,0","27,4","3,0","14,0"
Patty Mills,2020,SAS,PG,31,"1485,0","66,0","22,5","2,8","14,8"
Patrick Beverley,2020,LAC,PG,31,"1342,0","51,0","26,3","3,6","12,5"
Trevor Ariza,2020,SAC,SF,34,"1493,0","53,0","28,2","2,5","11,0"
Brook Lopez,2020,MIL,C,31,"1817,0","68,0","26,7","5,5","15,0"
Cory Joseph,2020,SAC,PG,28,"1759,0","72,0","24,4","2,3","10,1"
Joe Ingles,2020,UTA,PF,32,"2137,0","72,0","29,7","4,8","12,6"
Tony Snell,2020,DET,SF,28,"1641,0","59,0","27,8","2,6","9,7"
Robert Covington,2020,HOU,PF-C,29,"2137,0","70,0","30,5","3,7","13,3"
Meyers Leonard,2020,MIA,C,27,"1034,0","51,0","20,3","2,1","10,6"
Maurice Harkless,2020,NYK,PF-SF,26,"1427,0","62,0","23,0","2,7","9,8"
T.J. Warren,2020,IND,SF,26,"2202,0","67,0","32,9","6,5","18,4"
Spencer Dinwiddie,2020,BRK,PG,26,"1994,0","64,0","31,2","4,8","17,8"
Jeremy Lamb,2020,IND,SG,27,"1291,0","46,0","28,1","2,7","14,0"
Dwight Powell,2020,DAL,C,28,"1061,0","40,0","26,5","3,6","15,9"
Norman Powell,2020,TOR,SG,26,"1479,0","52,0","28,4","4,6","16,8"
Josh Richardson,2020,PHI,SG,26,"1693,0","55,0","30,8","2,1","12,0"
DeAndre Jordan,2020,BRK,C,31,"1234,0","56,0","22,0","5,2","19,9"
Zion Williamson,2020,NOP,PF,19,"668,0","24,0","27,8","2,0","24,1"
Markelle Fultz,2020,ORL,PG,21,"1996,0","72,0","27,7","2,7","14,3"
John Henson,2020,DET,C,29,"600,0","40,0","15,0","1,4","17,0"
Matthew Dellavedova,2020,CLE,PG,29,"821,0","57,0","14,4","0,2","8,1"
Dante Exum,2020,CLE,SG,24,"485,0","35,0","13,9","0,4","10,3"
Deandre Ayton,2020,PHO,C,21,"1236,0","38,0","32,5","3,1","20,0"
Delon Wright,2020,DAL,PG,27,"1570,0","73,0","21,5","4,4","15,4"
Fred VanVleet,2020,TOR,SG,25,"1928,0","54,0","35,7","5,8","16,3"
Jerami Grant,2020,DEN,PF,25,"1892,0","71,0","26,6","4,4","14,4"
Tyus Jones,2020,MEM,PG,23,"1232,0","65,0","19,0","3,0","15,7"
Al-Farouq Aminu,2020,ORL,PF,29,"380,0","18,0","21,1","0,1","7,6"
George Hill,2020,MIL,PG,33,"1271,0","59,0","21,5","5,5","16,9"
Kyle Anderson,2020,MEM,SF,26,"1330,0","67,0","19,9","2,5","12,5"
Taj Gibson,2020,NYK,C,34,"1025,0","62,0","16,5","2,6","16,1"
Ja Morant,2020,MEM,PG,20,"2074,0","67,0","31,0","3,8","17,4"
E'Twaun Moore,2020,NOP,SG,30,"1020,0","56,0","18,2","0,9","11,3"
P.J. Tucker,2020,HOU,PF,34,"2467,0","72,0","34,3","4,0","8,3"
C.J. Miles,2020,WAS,SF,32,"161,0","10,0","16,1","0,1","11,1"
Ben Simmons,2020,PHI,PG,23,"2017,0","57,0","35,4","6,9","20,4"
Kentavious Caldwell-Pope,2020,LAL,SG,26,"1762,0","69,0","25,5","3,7","11,0"
Thomas Bryant,2020,WAS,C,22,"1147,0","46,0","24,9","3,9","21,1"
Elfrid Payton,2020,NYK,PG,25,"1246,0","45,0","27,7","1,7","16,0"
Wayne Ellington,2020,NYK,SG,32,"558,0","36,0","15,5","0,4","8,5"
Lou Williams,2020,LAC,PG,33,"1864,0","65,0","28,7","4,1","17,3"
Maxi Kleber,2020,DAL,PF,28,"1890,0","74,0","25,5","4,8","13,6"
Jayson Tatum,2020,BOS,PF,21,"2265,0","66,0","34,3","6,9","20,4"
Jae Crowder,2020,MIA,SF-PF,29,"1875,0","65,0","28,8","3,8","12,5"
Joe Harris,2020,BRK,SF,28,"2123,0","69,0","30,8","4,3","13,3"
Seth Curry,2020,DAL,SG,29,"1576,0","64,0","24,6","4,3","15,5"
Doug McDermott,2020,IND,PF,28,"1372,0","69,0","19,9","3,3","14,4"
Langston Galloway,2020,DET,SG,28,"1702,0","66,0","25,8","3,1","12,3"
Derrick Rose,2020,DET,PG,31,"1298,0","50,0","26,0","2,5","21,0"
Brandon Ingram,2020,NOP,PF,22,"2104,0","62,0","33,9","5,1","18,8"
D.J. Augustin,2020,ORL,PG,32,"1420,0","57,0","24,9","2,9","14,0"
De'Andre Hunter,2020,ATL,SF,22,"2018,0","63,0","32,0","0,1","8,6"
Josh Jackson,2020,MEM,SF,22,"381,0","22,0","17,3","0,5","14,1"
Jaren Jackson Jr.,2020,MEM,C,20,"1622,0","57,0","28,5","3,5","16,3"
Nemanja Bjelica,2020,SAC,PF,31,"2011,0","72,0","27,9","5,3","15,7"
Jaylen Brown,2020,BOS,SG,23,"1934,0","57,0","33,9","4,9","16,9"
Jabari Parker,2020,SAC,PF,24,"917,0","38,0","24,1","1,6","18,0"
Ivica Zubac,2020,LAC,C,22,"1326,0","72,0","18,4","6,6","21,7"
Darius Garland,2020,CLE,SG,20,"1824,0","59,0","30,9","-1,3","8,5"
De'Aaron Fox,2020,SAC,PG,22,"1634,0","51,0","32,0","4,0","20,6"
Trae Young,2020,ATL,PG,21,"2120,0","60,0","35,3","5,9","23,9"
Ish Smith,2020,WAS,PG,31,"1787,0","68,0","26,3","1,9","13,9"
Montrezl Harrell,2020,LAC,C,26,"1749,0","63,0","27,8","7,0","23,2"
Marco Belinelli,2020,SAS,SG,33,"883,0","57,0","15,5","0,8","10,8"
Jarrett Culver,2020,MIN,SG,20,"1506,0","63,0","23,9","-0,1","9,6"
Jonathan Isaac,2020,ORL,PF,22,"980,0","34,0","28,8","2,5","17,3"
Rodney Hood,2020,POR,SF,27,"619,0","21,0","29,5","1,1","12,2"
Trey Lyles,2020,SAS,PF,24,"1271,0","63,0","20,2","2,2","12,6"
Aron Baynes,2020,PHO,C,33,"934,0","42,0","22,2","2,1","15,2"
Kris Dunn,2020,CHI,PG,25,"1269,0","51,0","24,9","2,3","12,1"
Coby White,2020,CHI,PG,19,"1674,0","65,0","25,8","0,9","11,9"
Lauri Markkanen,2020,CHI,PF,22,"1492,0","50,0","29,8","2,6","14,3"
Wendell Carter Jr.,2020,CHI,C,20,"1256,0","43,0","29,2","3,3","15,5"
Daniel Theis,2020,BOS,C,27,"1566,0","65,0","24,1","6,5","17,9"
Jaxson Hayes,2020,NOP,C,19,"1080,0","64,0","16,9","3,9","17,6"
Buddy Hield,2020,SAC,SG,27,"2216,0","72,0","30,8","3,0","16,0"
Frank Ntilikina,2020,NYK,PG,21,"1187,0","57,0","20,8","0,9","9,8"
Rodney McGruder,2020,LAC,SG,28,"871,0","56,0","15,6","1,0","6,7"
Ed Davis,2020,UTA,C,30,"303,0","28,0","10,8","0,6","9,5"
Richaun Holmes,2020,SAC,C,26,"1242,0","44,0","28,2","4,9","19,7"
Frank Kaminsky,2020,PHO,C,26,"777,0","39,0","19,9","1,4","14,2"
Mike Scott,2020,PHI,PF,31,"1207,0","68,0","17,8","2,5","11,2"
Garrett Temple,2020,BRK,SG,33,"1730,0","62,0","27,9","2,4","10,5"
Robin Lopez,2020,MIL,C,31,"958,0","66,0","14,5","1,5","10,2"
Avery Bradley,2020,LAL,SG,29,"1186,0","49,0","24,2","1,5","8,9"
JaMychal Green,2020,LAC,PF,29,"1307,0","63,0","20,7","3,1","11,1"
Justin Holiday,2020,IND,SF,30,"1826,0","73,0","25,0","4,2","12,1"
Collin Sexton,2020,CLE,PG,21,"2143,0","65,0","33,0","2,5","16,3"
Rui Hachimura,2020,WAS,PF,21,"1444,0","48,0","30,1","1,8","13,5"
Kevon Looney,2020,GSW,C,23,"262,0","20,0","13,1","0,0","9,4"
Dennis Smith Jr.,2020,NYK,PG,22,"537,0","34,0","15,8","-0,9","7,4"
Jamal Murray,2020,DEN,PG,22,"1904,0","59,0","32,3","4,3","17,7"
Cam Reddish,2020,ATL,SF,20,"1551,0","58,0","26,7","-0,4","9,0"
Zach Collins,2020,POR,PF,22,"290,0","11,0","26,4","0,3","9,9"
Mikal Bridges,2020,PHO,SF,23,"2042,0","73,0","28,0","4,8","12,9"
Alex Len,2020,SAC,C,26,"970,0","55,0","17,6","2,5","17,7"
Cameron Johnson,2020,PHO,PF,23,"1255,0","57,0","22,0","2,7","12,9"
Malik Monk,2020,CHO,SG,21,"1169,0","55,0","21,3","0,7","12,6"
Patrick McCaw,2020,TOR,SF,24,"908,0","37,0","24,5","1,4","7,3"
Reggie Bullock,2020,NYK,SG,28,"684,0","29,0","23,6","0,5","9,3"
JaVale McGee,2020,LAL,C,32,"1130,0","68,0","16,6","4,7","19,4"
Dorian Finney-Smith,2020,DAL,PF,26,"2120,0","71,0","29,9","4,9","12,3"
Shai Gilgeous-Alexander,2020,OKC,SG,21,"2428,0","70,0","34,7","6,1","17,7"
Luke Kennard,2020,DET,SG,23,"922,0","28,0","32,9","1,9","14,4"
Miles Bridges,2020,CHO,SF,21,"1995,0","65,0","30,7","1,6","12,1"
Jakob Poeltl,2020,SAS,C,24,"1171,0","66,0","17,7","4,0","19,1"
Tyler Herro,2020,MIA,SG,20,"1508,0","55,0","27,4","1,6","12,5"
Donovan Mitchell,2020,UTA,SG,23,"2364,0","69,0","34,3","5,4","18,8"
Stanley Johnson,2020,TOR,PF,23,"150,0","25,0","6,0","0,0","9,9"
Jake Layman,2020,MIN,SF,25,"505,0","23,0","22,0","0,3","10,3"
Thon Maker,2020,DET,C,22,"776,0","60,0","12,9","1,5","13,7"
Jerome Robinson,2020,WAS,SG,22,"979,0","63,0","15,5","0,2","7,4"
Allonzo Trier,2020,NYK,SG,24,"291,0","24,0","12,1","0,5","14,5"
Danuel House Jr.,2020,HOU,SF,26,"1913,0","63,0","30,4","3,6","11,3"
Domantas Sabonis,2020,IND,PF,23,"2159,0","62,0","34,8","7,5","20,7"
T.J. McConnell,2020,IND,PG,27,"1326,0","71,0","18,7","3,3","16,5"
Taurean Prince,2020,BRK,PF,25,"1857,0","64,0","29,0","0,6","9,1"
Romeo Langford,2020,BOS,SG,20,"370,0","32,0","11,6","0,2","5,4"
Bam Adebayo,2020,MIA,PF,22,"2417,0","72,0","33,6","8,5","20,3"
Michael Porter Jr.,2020,DEN,SF,21,"903,0","55,0","16,4","2,9","19,8"
Denzel Valentine,2020,CHI,SF,26,"488,0","36,0","13,6","0,5","13,0"
Sekou Doumbouya,2020,DET,PF,19,"754,0","38,0","19,8","-0,3","6,2"
Justin Jackson,2020,DAL,PF,24,"1045,0","65,0","16,1","1,2","9,5"
Troy Brown Jr.,2020,WAS,SF,20,"1782,0","69,0","25,8","2,4","13,7"
Yogi Ferrell,2020,SAC,PG,26,"530,0","50,0","10,6","0,7","12,2"
Khem Birch,2020,ORL,C,27,"922,0","48,0","19,2","2,2","11,7"
Quinn Cook,2020,LAL,PG,26,"508,0","44,0","11,5","0,3","10,0"
Ryan Arcidiacono,2020,CHI,PG,25,"930,0","58,0","16,0","1,4","9,0"
Nickeil Alexander-Walker,2020,NOP,SG,21,"591,0","47,0","12,6","-0,2","8,9"
D.J. Wilson,2020,MIL,PF,23,"363,0","37,0","9,8","0,3","8,2"
Cedi Osman,2020,CLE,SF,24,"1910,0","65,0","29,4","1,6","10,7"
Donte DiVincenzo,2020,MIL,SG,23,"1520,0","66,0","23,0","4,3","14,1"
Bryn Forbes,2020,SAS,SG,26,"1579,0","63,0","25,1","1,5","11,1"
Goga Bitadze,2020,IND,C,20,"471,0","54,0","8,7","0,7","12,1"
T.J. Leaf,2020,IND,PF,22,"222,0","28,0","7,9","0,3","12,9"
Alex Caruso,2020,LAL,PG,25,"1175,0","64,0","18,4","2,3","10,8"
Malik Beasley,2020,MIN,SG,23,"1209,0","55,0","22,0","1,2","12,7"
Lonnie Walker IV,2020,SAS,SG,21,"988,0","61,0","16,2","0,3","10,5"
John Collins,2020,ATL,PF,22,"1363,0","41,0","33,2","4,9","23,5"
Kevin Huerter,2020,ATL,SG,21,"1760,0","56,0","31,4","1,6","11,5"
Caris LeVert,2020,BRK,SG,25,"1330,0","45,0","29,6","1,5","16,1"
DeAndre' Bembry,2020,ATL,SG,25,"915,0","43,0","21,3","0,2","9,6"
Matisse Thybulle,2020,PHI,SG,22,"1287,0","65,0","19,8","2,3","10,0"
Wesley Matthews,2020,MIL,SG,33,"1635,0","67,0","24,4","3,2","8,1"
Rajon Rondo,2020,LAL,PG,33,"984,0","48,0","20,5","1,4","12,4"
Josh Okogie,2020,MIN,SG,21,"1547,0","62,0","25,0","2,2","11,5"
Vincent Poirier,2020,BOS,C,26,"130,0","22,0","5,9","0,3","12,7"
Rondae Hollis-Jefferson,2020,TOR,PF,25,"1122,0","60,0","18,7","3,4","15,1"
Brandon Clarke,2020,MEM,PF,23,"1300,0","58,0","22,4","5,0","20,9"
Terrance Ferguson,2020,OKC,SF,21,"1257,0","56,0","22,4","0,6","3,7"
Grayson Allen,2020,MEM,SG,24,"718,0","38,0","18,9","1,2","12,0"
Grant Williams,2020,BOS,PF,21,"1043,0","69,0","15,1","1,6","7,9"
Jarrett Allen,2020,BRK,C,21,"1852,0","70,0","26,5","8,2","20,7"
Pascal Siakam,2020,TOR,PF,25,"2110,0","60,0","35,2","5,4","17,9"
Chandler Hutchison,2020,CHI,SF,23,"527,0","28,0","18,8","0,7","12,4"
Aaron Holiday,2020,IND,PG,23,"1617,0","66,0","24,5","2,1","11,6"
Dejounte Murray,2020,SAS,PG,23,"1687,0","66,0","25,6","2,6","16,2"
Damian Jones,2020,ATL,C,24,"887,0","55,0","16,1","2,8","15,6"
Darius Bazley,2020,OKC,PF,19,"1130,0","61,0","18,5","1,0","9,6"
OG Anunoby,2020,TOR,SF,22,"2066,0","69,0","29,9","5,7","13,2"
Luke Kornet,2020,CHI,C,24,"559,0","36,0","15,5","1,1","12,7"
Ty Jerome,2020,PHO,SG,22,"328,0","31,0","10,6","0,0","7,9"
Willie Cauley-Stein,2020,DAL,C,26,"1097,0","54,0","20,3","2,9","17,0"
Anfernee Simons,2020,POR,SG,20,"1449,0","70,0","20,7","0,2","9,0"
Austin Rivers,2020,HOU,SG,27,"1594,0","68,0","23,4","2,4","10,4"
Nassir Little,2020,POR,PF,19,"573,0","48,0","11,9","0,6","9,6"
Moritz Wagner,2020,WAS,C,22,"835,0","45,0","18,6","1,7","15,1"
Caleb Swanigan,2020,POR,PF-C,22,"288,0","27,0","10,7","0,0","7,6"
Mike Muscala,2020,OKC,C,28,"572,0","47,0","12,2","1,3","12,5"
